# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	848676	848936	+							BHY08_RS04050	261		old_locus_tag=BHY08_04050
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	848676	848936	+	WP_071456657.1	WP_071456657.1		metal-sensitive transcriptional regulator			BHY08_RS04050	261	86	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	849126	850322	+							BHY08_RS04055	1197		old_locus_tag=BHY08_04055
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	849126	850322	+	WP_071456658.1	WP_071456658.1		serine hydrolase			BHY08_RS04055	1197	398	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	850462	850824	+					folB		BHY08_RS04060	363		old_locus_tag=BHY08_04060
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	850462	850824	+	WP_071456659.1	WP_071456659.1		dihydroneopterin aldolase	folB		BHY08_RS04060	363	120	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	850826	851314	+					folK		BHY08_RS04065	489		old_locus_tag=BHY08_04065
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	850826	851314	+	WP_071456660.1	WP_071456660.1		2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	folK		BHY08_RS04065	489	162	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	851316	851879	+					folE		BHY08_RS04070	564		old_locus_tag=BHY08_04070
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	851316	851879	+	WP_071457821.1	WP_071457821.1		GTP cyclohydrolase I FolE	folE		BHY08_RS04070	564	187	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	851882	852448	+							BHY08_RS04075	567		old_locus_tag=BHY08_04075
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	851882	852448	+	WP_071456661.1	WP_071456661.1		non-canonical purine NTP pyrophosphatase			BHY08_RS04075	567	188	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	852450	853226	+					folP		BHY08_RS04080	777		old_locus_tag=BHY08_04080
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	852450	853226	+	WP_071456662.1	WP_071456662.1		dihydropteroate synthase	folP		BHY08_RS04080	777	258	
gene	pseudogene	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	853263	853786	-							BHY08_RS11240	524		pseudo
CDS	without_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	853263	853786	-				WYL domain-containing protein			BHY08_RS11240	524		pseudo
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	854902	855927	+							BHY08_RS04095	1026		old_locus_tag=BHY08_04095
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	854902	855927	+	WP_071456665.1	WP_071456665.1		low specificity L-threonine aldolase			BHY08_RS04095	1026	341	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	856246	856539	+							BHY08_RS04100	294		old_locus_tag=BHY08_04100
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	856246	856539	+	WP_071456666.1	WP_071456666.1		hypothetical protein			BHY08_RS04100	294	97	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	856658	856894	+							BHY08_RS04105	237		old_locus_tag=BHY08_04105
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	856658	856894	+	WP_071456667.1	WP_071456667.1		DUF4129 domain-containing protein			BHY08_RS04105	237	78	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	856891	857772	-							BHY08_RS04110	882		old_locus_tag=BHY08_04110
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	856891	857772	-	WP_071456668.1	WP_071456668.1		AraC family transcriptional regulator			BHY08_RS04110	882	293	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	857864	858421	+							BHY08_RS04115	558		old_locus_tag=BHY08_04115
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	857864	858421	+	WP_084657167.1	WP_084657167.1		GNAT family N-acetyltransferase			BHY08_RS04115	558	185	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	858787	859779	+							BHY08_RS04125	993		old_locus_tag=BHY08_04125
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	858787	859779	+	WP_071456670.1	WP_071456670.1		LacI family transcriptional regulator			BHY08_RS04125	993	330	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	859873	860787	+					rbsK		BHY08_RS04130	915		old_locus_tag=BHY08_04130
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	859873	860787	+	WP_071456671.1	WP_071456671.1		ribokinase	rbsK		BHY08_RS04130	915	304	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	860787	861182	+					rbsD		BHY08_RS04135	396		old_locus_tag=BHY08_04135
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	860787	861182	+	WP_071456672.1	WP_071456672.1		D-ribose pyranase	rbsD		BHY08_RS04135	396	131	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	861208	862092	+							BHY08_RS04140	885		old_locus_tag=BHY08_04140
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	861208	862092	+	WP_157093628.1	WP_157093628.1		GRP family sugar transporter			BHY08_RS04140	885	294	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	862152	862601	-							BHY08_RS04145	450		old_locus_tag=BHY08_04145
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	862152	862601	-	WP_071456674.1	WP_071456674.1		DUF3021 domain-containing protein			BHY08_RS04145	450	149	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	862598	863029	-							BHY08_RS04150	432		old_locus_tag=BHY08_04150
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	862598	863029	-	WP_071456675.1	WP_071456675.1		LytTR family transcriptional regulator DNA-binding domain-containing protein			BHY08_RS04150	432	143	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	863618	863821	+							BHY08_RS04155	204		old_locus_tag=BHY08_04155
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	863618	863821	+	WP_071456676.1	WP_071456676.1		hypothetical protein			BHY08_RS04155	204	67	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	863932	864315	+							BHY08_RS04160	384		old_locus_tag=BHY08_04160
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	863932	864315	+	WP_071456677.1	WP_071456677.1		GNAT family N-acetyltransferase			BHY08_RS04160	384	127	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	864612	865142	+							BHY08_RS04165	531		old_locus_tag=BHY08_04165
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	864612	865142	+	WP_071456678.1	WP_071456678.1		GrpB family protein			BHY08_RS04165	531	176	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	865539	866264	+							BHY08_RS04170	726		old_locus_tag=BHY08_04170
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	865539	866264	+	WP_071456679.1	WP_071456679.1		epoxyqueuosine reductase QueH			BHY08_RS04170	726	241	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	866288	867472	-							BHY08_RS04175	1185		old_locus_tag=BHY08_04175
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	866288	867472	-	WP_071456680.1	WP_071456680.1		iron-containing alcohol dehydrogenase			BHY08_RS04175	1185	394	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	867912	868670	+							BHY08_RS04180	759		old_locus_tag=BHY08_04180
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	867912	868670	+	WP_071456681.1	WP_071456681.1		(Fe-S)-binding protein			BHY08_RS04180	759	252	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	868670	870142	+							BHY08_RS04185	1473		old_locus_tag=BHY08_04185
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	868670	870142	+	WP_071456682.1	WP_071456682.1		LutB/LldF family L-lactate oxidation iron-sulfur protein			BHY08_RS04185	1473	490	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	870135	870845	+							BHY08_RS04190	711		old_locus_tag=BHY08_04190
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	870135	870845	+	WP_071456683.1	WP_071456683.1		lactate utilization protein C			BHY08_RS04190	711	236	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	870885	871868	-							BHY08_RS04195	984		old_locus_tag=BHY08_04195
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	870885	871868	-	WP_071456684.1	WP_071456684.1		LacI family DNA-binding transcriptional regulator			BHY08_RS04195	984	327	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	871885	873363	-							BHY08_RS04200	1479		old_locus_tag=BHY08_04200
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	871885	873363	-	WP_071456685.1	WP_071456685.1		sucrose-6-phosphate hydrolase			BHY08_RS04200	1479	492	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	873579	875546	+							BHY08_RS04205	1968		old_locus_tag=BHY08_04205
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	873579	875546	+	WP_071456686.1	WP_071456686.1		sucrose-specific PTS transporter subunit IIBC			BHY08_RS04205	1968	655	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	875598	876245	-							BHY08_RS04210	648		old_locus_tag=BHY08_04210
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	875598	876245	-	WP_071456687.1	WP_071456687.1		amino acid ABC transporter permease			BHY08_RS04210	648	215	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	876248	877072	-							BHY08_RS04215	825		old_locus_tag=BHY08_04215
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	876248	877072	-	WP_071456688.1	WP_071456688.1		transporter substrate-binding domain-containing protein			BHY08_RS04215	825	274	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	877275	877451	+							BHY08_RS04220	177		old_locus_tag=BHY08_04220
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	877275	877451	+	WP_071456689.1	WP_071456689.1		4-oxalocrotonate tautomerase			BHY08_RS04220	177	58	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	877545	877781	+					secG		BHY08_RS04225	237		old_locus_tag=BHY08_04225
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	877545	877781	+	WP_071456690.1	WP_071456690.1		preprotein translocase subunit SecG	secG		BHY08_RS04225	237	78	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	877863	878606	+							BHY08_RS04230	744		old_locus_tag=BHY08_04230
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	877863	878606	+	WP_071456691.1	WP_071456691.1		alpha/beta fold hydrolase			BHY08_RS04230	744	247	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	878615	880963	+					rnr		BHY08_RS04235	2349		old_locus_tag=BHY08_04235
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	878615	880963	+	WP_071456692.1	WP_071456692.1		ribonuclease R	rnr		BHY08_RS04235	2349	782	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	880974	881438	+					smpB		BHY08_RS04240	465		old_locus_tag=BHY08_04240
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	880974	881438	+	WP_071456693.1	WP_071456693.1		SsrA-binding protein SmpB	smpB		BHY08_RS04240	465	154	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	881898	882620	+					atpB		BHY08_RS04245	723		old_locus_tag=BHY08_04245
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	881898	882620	+	WP_071457823.1	WP_071457823.1		F0F1 ATP synthase subunit A	atpB		BHY08_RS04245	723	240	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	882658	882870	+					atpE		BHY08_RS04250	213		old_locus_tag=BHY08_04250
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	882658	882870	+	WP_071456694.1	WP_071456694.1		ATP synthase F0 subunit C	atpE		BHY08_RS04250	213	70	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	882930	883451	+					atpF		BHY08_RS04255	522		old_locus_tag=BHY08_04255
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	882930	883451	+	WP_071456695.1	WP_071456695.1		F0F1 ATP synthase subunit B	atpF		BHY08_RS04255	522	173	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	883444	883983	+					atpH		BHY08_RS04260	540		old_locus_tag=BHY08_04260
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	883444	883983	+	WP_169817661.1	WP_169817661.1		ATP synthase F1 subunit delta	atpH		BHY08_RS04260	540	179	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	884020	885558	+					atpA		BHY08_RS04265	1539		old_locus_tag=BHY08_04265
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	884020	885558	+	WP_071456697.1	WP_071456697.1		F0F1 ATP synthase subunit alpha	atpA		BHY08_RS04265	1539	512	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	885575	886489	+							BHY08_RS04270	915		old_locus_tag=BHY08_04270
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	885575	886489	+	WP_071456698.1	WP_071456698.1		F0F1 ATP synthase subunit gamma			BHY08_RS04270	915	304	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	886511	887914	+					atpD		BHY08_RS04275	1404		old_locus_tag=BHY08_04275
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	886511	887914	+	WP_071456699.1	WP_071456699.1		F0F1 ATP synthase subunit beta	atpD		BHY08_RS04275	1404	467	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	887933	888352	+							BHY08_RS04280	420		old_locus_tag=BHY08_04280
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	887933	888352	+	WP_071456700.1	WP_071456700.1		F0F1 ATP synthase subunit epsilon			BHY08_RS04280	420	139	
gene	pseudogene	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	888712	888867	-							BHY08_RS10695	156		partial;pseudo
CDS	without_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	888712	888867	-				IS30 family transposase			BHY08_RS10695	156		partial;pseudo
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	889113	889373	-							BHY08_RS04290	261		old_locus_tag=BHY08_04290
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	889113	889373	-	WP_071456702.1	WP_071456702.1		hypothetical protein			BHY08_RS04290	261	86	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	889542	890093	+							BHY08_RS04295	552		old_locus_tag=BHY08_04295
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	889542	890093	+	WP_071456703.1	WP_071456703.1		IS30 family transposase			BHY08_RS04295	552	183	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	890329	891174	-							BHY08_RS04300	846		old_locus_tag=BHY08_04300
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	890329	891174	-	WP_071456704.1	WP_071456704.1		alpha/beta hydrolase			BHY08_RS04300	846	281	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	891265	892893	-							BHY08_RS04305	1629		old_locus_tag=BHY08_04305
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	891265	892893	-	WP_071456705.1	WP_071456705.1		PucR family transcriptional regulator			BHY08_RS04305	1629	542	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	893047	894270	+							BHY08_RS04310	1224		old_locus_tag=BHY08_04310
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	893047	894270	+	WP_157093629.1	WP_157093629.1		alanine--glyoxylate aminotransferase family protein			BHY08_RS04310	1224	407	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	894431	895009	+							BHY08_RS04315	579		old_locus_tag=BHY08_04315
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	894431	895009	+	WP_071456707.1	WP_071456707.1		MptD family putative ECF transporter S component			BHY08_RS04315	579	192	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	895037	895738	+							BHY08_RS04320	702		old_locus_tag=BHY08_04320
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	895037	895738	+	WP_071456708.1	WP_071456708.1		energy-coupling factor transporter transmembrane protein EcfT			BHY08_RS04320	702	233	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	895735	897135	+							BHY08_RS04325	1401		old_locus_tag=BHY08_04325
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	895735	897135	+	WP_071456709.1	WP_071456709.1		ABC transporter ATP-binding protein			BHY08_RS04325	1401	466	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	897170	898237	+							BHY08_RS04330	1068		old_locus_tag=BHY08_04330
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	897170	898237	+	WP_084657171.1	WP_084657171.1		YdcF family protein			BHY08_RS04330	1068	355	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	898321	898386	-							BHY08_RS11245	66		
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	898321	898386	-	WP_245730001.1	WP_245730001.1		hypothetical protein			BHY08_RS11245	66	21	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	898912	899061	-							BHY08_RS11110	150		
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	898912	899061	-	WP_169817662.1	WP_169817662.1		hypothetical protein			BHY08_RS11110	150	49	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	899223	899789	-					yidC		BHY08_RS04335	567		old_locus_tag=BHY08_04335
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	899223	899789	-	WP_071456711.1	WP_071456711.1		membrane protein insertase YidC	yidC		BHY08_RS04335	567	188	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	899791	900294	-							BHY08_RS04340	504		old_locus_tag=BHY08_04340
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	899791	900294	-	WP_071456712.1	WP_071456712.1		YidC/Oxa1 family membrane protein insertase			BHY08_RS04340	504	167	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	900387	900662	-							BHY08_RS04345	276		old_locus_tag=BHY08_04345
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	900387	900662	-	WP_071456713.1	WP_071456713.1		acylphosphatase			BHY08_RS04345	276	91	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	900778	901539	+							BHY08_RS04350	762		old_locus_tag=BHY08_04350
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	900778	901539	+	WP_245729994.1	WP_245729994.1		RNA methyltransferase			BHY08_RS04350	762	253	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	901653	902153	+							BHY08_RS04355	501		old_locus_tag=BHY08_04355
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	901653	902153	+	WP_071456714.1	WP_071456714.1		HD domain-containing protein			BHY08_RS04355	501	166	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	902230	902556	+							BHY08_RS04360	327		old_locus_tag=BHY08_04360
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	902230	902556	+	WP_071456715.1	WP_071456715.1		helix-turn-helix transcriptional regulator			BHY08_RS04360	327	108	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	902858	903904	+					pheS		BHY08_RS04365	1047		old_locus_tag=BHY08_04365
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	902858	903904	+	WP_071456716.1	WP_071456716.1		phenylalanine--tRNA ligase subunit alpha	pheS		BHY08_RS04365	1047	348	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	903911	906337	+					pheT		BHY08_RS04370	2427		old_locus_tag=BHY08_04370
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	903911	906337	+	WP_071456717.1	WP_071456717.1		phenylalanine--tRNA ligase subunit beta	pheT		BHY08_RS04370	2427	808	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	906457	907857	+							BHY08_RS04375	1401		old_locus_tag=BHY08_04375
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	906457	907857	+	WP_071456718.1	WP_071456718.1		DUF1958 domain-containing protein			BHY08_RS04375	1401	466	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	907889	908737	+							BHY08_RS04380	849		old_locus_tag=BHY08_04380
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	907889	908737	+	WP_071456719.1	WP_071456719.1		aldo/keto reductase			BHY08_RS04380	849	282	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	908803	910335	+					cls		BHY08_RS04385	1533		old_locus_tag=BHY08_04385
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	908803	910335	+	WP_071456720.1	WP_071456720.1		cardiolipin synthase	cls		BHY08_RS04385	1533	510	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	910372	911520	+							BHY08_RS04390	1149		old_locus_tag=BHY08_04390
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	910372	911520	+	WP_071456721.1	WP_071456721.1		cysteine desulfurase			BHY08_RS04390	1149	382	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	911579	911920	+							BHY08_RS04395	342		old_locus_tag=BHY08_04395
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	911579	911920	+	WP_071456722.1	WP_071456722.1		cysteine desulfurase			BHY08_RS04395	342	113	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	912077	913204	+					mnmA		BHY08_RS04400	1128		old_locus_tag=BHY08_04400
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	912077	913204	+	WP_071457825.1	WP_071457825.1		tRNA 2-thiouridine(34) synthase MnmA	mnmA		BHY08_RS04400	1128	375	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	913816	916458	+					mgtA		BHY08_RS04405	2643		old_locus_tag=BHY08_04405
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	913816	916458	+	WP_071457826.1	WP_071457826.1		magnesium-translocating P-type ATPase	mgtA		BHY08_RS04405	2643	880	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	916596	916982	+							BHY08_RS04410	387		old_locus_tag=BHY08_04410
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	916596	916982	+	WP_071456723.1	WP_071456723.1		DUF1033 family protein			BHY08_RS04410	387	128	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	916903	918978	+							BHY08_RS04415	2076		old_locus_tag=BHY08_04415
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	916903	918978	+	WP_071456724.1	WP_071456724.1		DNA topoisomerase 3			BHY08_RS04415	2076	691	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	919029	919766	-							BHY08_RS04420	738		old_locus_tag=BHY08_04420
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	919029	919766	-	WP_071456725.1	WP_071456725.1		amino acid ABC transporter ATP-binding protein			BHY08_RS04420	738	245	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	919767	921212	-							BHY08_RS04425	1446		old_locus_tag=BHY08_04425
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	919767	921212	-	WP_071456726.1	WP_071456726.1		amino acid ABC transporter substrate-binding protein/permease			BHY08_RS04425	1446	481	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	921346	921714	-							BHY08_RS04430	369		old_locus_tag=BHY08_04430
CDS	with_protein	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	921346	921714	-	WP_071457827.1	WP_071457827.1		YccF domain-containing protein			BHY08_RS04430	369	122	
gene	protein_coding	GCF_001870205.1	Primary Assembly	chromosome		NZ_CP017267.1	921828	922541	+							BHY08_RS04435	714		old_locus_tag=BHY08_04435
