# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	591113	591643	+							G7081_RS03050	531		old_locus_tag=G7081_03050
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	591113	591643	+	WP_166007277.1	WP_166007277.1		dUTP diphosphatase			G7081_RS03050	531	176	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	591783	593153	+					radA		G7081_RS03055	1371		old_locus_tag=G7081_03055
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	591783	593153	+	WP_166007278.1	WP_166007278.1		DNA repair protein RadA	radA		G7081_RS03055	1371	456	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	593179	594282	+							G7081_RS03060	1104		old_locus_tag=G7081_03060
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	593179	594282	+	WP_166007279.1	WP_166007279.1		PIN/TRAM domain-containing protein			G7081_RS03060	1104	367	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	594295	594777	+					ispF		G7081_RS03065	483		old_locus_tag=G7081_03065
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	594295	594777	+	WP_166007280.1	WP_166007280.1		2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	ispF		G7081_RS03065	483	160	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	594782	596245	+					gltX		G7081_RS03070	1464		old_locus_tag=G7081_03070
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	594782	596245	+	WP_166007281.1	WP_166007281.1		glutamate--tRNA ligase	gltX		G7081_RS03070	1464	487	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	596517	597929	+					cysS		G7081_RS03075	1413		old_locus_tag=G7081_03075
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	596517	597929	+	WP_166007282.1	WP_166007282.1		cysteine--tRNA ligase	cysS		G7081_RS03075	1413	470	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	597929	598336	+							G7081_RS03080	408		old_locus_tag=G7081_03080
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	597929	598336	+	WP_238786657.1	WP_238786657.1		Mini-ribonuclease 3			G7081_RS03080	408	135	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	598329	599174	+					rlmB		G7081_RS03085	846		old_locus_tag=G7081_03085
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	598329	599174	+	WP_166007286.1	WP_166007286.1		23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	rlmB		G7081_RS03085	846	281	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	599307	599873	+							G7081_RS03090	567		old_locus_tag=G7081_03090
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	599307	599873	+	WP_166007288.1	WP_166007288.1		hypothetical protein			G7081_RS03090	567	188	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	599983	600216	+							G7081_RS03095	234		old_locus_tag=G7081_03095
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	599983	600216	+	WP_166007289.1	WP_166007289.1		Veg family protein			G7081_RS03095	234	77	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	600260	600706	+							G7081_RS03100	447		old_locus_tag=G7081_03100
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	600260	600706	+	WP_166007291.1	WP_166007291.1		YaiI/YqxD family protein			G7081_RS03100	447	148	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	600718	601311	-							G7081_RS03105	594		old_locus_tag=G7081_03105
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	600718	601311	-	WP_166007294.1	WP_166007294.1		class A sortase			G7081_RS03105	594	197	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	601668	602447	+							G7081_RS03110	780		old_locus_tag=G7081_03110
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	601668	602447	+	WP_166007296.1	WP_166007296.1		hypothetical protein			G7081_RS03110	780	259	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	602525	603574	+							G7081_RS03115	1050		old_locus_tag=G7081_03115
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	602525	603574	+	WP_166007298.1	WP_166007298.1		D-alanine--D-alanine ligase			G7081_RS03115	1050	349	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	603635	605014	+							G7081_RS03120	1380		old_locus_tag=G7081_03120
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	603635	605014	+	WP_166007299.1	WP_166007299.1		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase			G7081_RS03120	1380	459	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	605118	606791	+							G7081_RS03125	1674		old_locus_tag=G7081_03125
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	605118	606791	+	WP_202982272.1	WP_202982272.1		DEAD/DEAH box helicase			G7081_RS03125	1674	557	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	606866	607216	+					acpS		G7081_RS03130	351		old_locus_tag=G7081_03130
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	606866	607216	+	WP_166007303.1	WP_166007303.1		holo-ACP synthase	acpS		G7081_RS03130	351	116	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	607241	607645	-							G7081_RS03135	405		old_locus_tag=G7081_03135
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	607241	607645	-	WP_238786658.1	WP_238786658.1		hypothetical protein			G7081_RS03135	405	134	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	607780	609534	+							G7081_RS03140	1755		old_locus_tag=G7081_03140
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	607780	609534	+	WP_166007307.1	WP_166007307.1		patatin-like phospholipase family protein			G7081_RS03140	1755	584	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	609518	609736	+							G7081_RS03145	219		old_locus_tag=G7081_03145
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	609518	609736	+	WP_166007309.1	WP_166007309.1		YdbC family protein			G7081_RS03145	219	72	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	609839	610453	+					gmk		G7081_RS03150	615		old_locus_tag=G7081_03150
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	609839	610453	+	WP_166007311.1	WP_166007311.1		guanylate kinase	gmk		G7081_RS03150	615	204	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	610459	610767	+					rpoZ		G7081_RS03155	309		old_locus_tag=G7081_03155
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	610459	610767	+	WP_166007313.1	WP_166007313.1		DNA-directed RNA polymerase subunit omega	rpoZ		G7081_RS03155	309	102	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	610916	613348	+					priA		G7081_RS03160	2433		old_locus_tag=G7081_03160
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	610916	613348	+	WP_166007315.1	WP_166007315.1		primosomal protein N'	priA		G7081_RS03160	2433	810	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	613373	613867	+					def		G7081_RS03165	495		old_locus_tag=G7081_03165
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	613373	613867	+	WP_166007317.1	WP_166007317.1		peptide deformylase	def		G7081_RS03165	495	164	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	613860	614810	+					fmt		G7081_RS03170	951		old_locus_tag=G7081_03170
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	613860	614810	+	WP_166007320.1	WP_166007320.1		methionyl-tRNA formyltransferase	fmt		G7081_RS03170	951	316	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	614803	616164	+					rsmB		G7081_RS03175	1362		old_locus_tag=G7081_03175
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	614803	616164	+	WP_166007323.1	WP_166007323.1		16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB	rsmB		G7081_RS03175	1362	453	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	616193	616948	+							G7081_RS03180	756		old_locus_tag=G7081_03180
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	616193	616948	+	WP_166007326.1	WP_166007326.1		Stp1/IreP family PP2C-type Ser/Thr phosphatase			G7081_RS03180	756	251	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	616941	618932	+					pknB		G7081_RS03185	1992		old_locus_tag=G7081_03185
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	616941	618932	+	WP_166007328.1	WP_166007328.1		Stk1 family PASTA domain-containing Ser/Thr kinase	pknB		G7081_RS03185	1992	663	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	619040	619939	+					rsgA		G7081_RS03190	900		old_locus_tag=G7081_03190
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	619040	619939	+	WP_166007330.1	WP_166007330.1		ribosome small subunit-dependent GTPase A	rsgA		G7081_RS03190	900	299	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	619961	620614	+					rpe		G7081_RS03195	654		old_locus_tag=G7081_03195
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	619961	620614	+	WP_166007332.1	WP_166007332.1		ribulose-phosphate 3-epimerase	rpe		G7081_RS03195	654	217	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	620616	621269	+							G7081_RS03200	654		old_locus_tag=G7081_03200
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	620616	621269	+	WP_238786659.1	WP_238786659.1		thiamine diphosphokinase			G7081_RS03200	654	217	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	621320	621508	-					rpmB		G7081_RS03205	189		old_locus_tag=G7081_03205
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	621320	621508	-	WP_166007336.1	WP_166007336.1		50S ribosomal protein L28	rpmB		G7081_RS03205	189	62	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	621755	622117	+							G7081_RS03210	363		old_locus_tag=G7081_03210
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	621755	622117	+	WP_166007338.1	WP_166007338.1		Asp23/Gls24 family envelope stress response protein			G7081_RS03210	363	120	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	622154	623827	+							G7081_RS03215	1674		old_locus_tag=G7081_03215
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	622154	623827	+	WP_166007340.1	WP_166007340.1		DAK2 domain-containing protein			G7081_RS03215	1674	557	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	623937	624581	+							G7081_RS03220	645		old_locus_tag=G7081_03220
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	623937	624581	+	WP_166007342.1	WP_166007342.1		GntR family transcriptional regulator			G7081_RS03220	645	214	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	624713	625939	+							G7081_RS03225	1227		old_locus_tag=G7081_03225
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	624713	625939	+	WP_166007344.1	WP_166007344.1		glycine betaine/L-proline ABC transporter ATP-binding protein			G7081_RS03225	1227	408	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	625932	627659	+							G7081_RS03230	1728		old_locus_tag=G7081_03230
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	625932	627659	+	WP_166007346.1	WP_166007346.1		ABC transporter permease/substrate binding protein			G7081_RS03230	1728	575	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	627766	629805	+					recG		G7081_RS03235	2040		old_locus_tag=G7081_03235
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	627766	629805	+	WP_166007348.1	WP_166007348.1		ATP-dependent DNA helicase RecG	recG		G7081_RS03235	2040	679	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	629868	630884	+					plsX		G7081_RS03240	1017		old_locus_tag=G7081_03240
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	629868	630884	+	WP_166007350.1	WP_166007350.1		phosphate acyltransferase PlsX	plsX		G7081_RS03240	1017	338	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	630973	631212	+					acpP		G7081_RS03245	240		old_locus_tag=G7081_03245
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	630973	631212	+	WP_166007352.1	WP_166007352.1		acyl carrier protein	acpP		G7081_RS03245	240	79	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	631375	632364	+							G7081_RS03250	990		old_locus_tag=G7081_03250
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	631375	632364	+	WP_166007354.1	WP_166007354.1		ABC transporter ATP-binding protein			G7081_RS03250	990	329	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	632376	633326	+							G7081_RS03255	951		old_locus_tag=G7081_03255
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	632376	633326	+	WP_166007356.1	WP_166007356.1		ATP-binding cassette domain-containing protein			G7081_RS03255	951	316	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	633328	634290	+							G7081_RS03260	963		old_locus_tag=G7081_03260
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	633328	634290	+	WP_166007358.1	WP_166007358.1		ABC transporter permease			G7081_RS03260	963	320	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	634377	635237	+							G7081_RS03265	861		old_locus_tag=G7081_03265
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	634377	635237	+	WP_166007360.1	WP_166007360.1		ABC transporter permease			G7081_RS03265	861	286	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	635252	637015	+							G7081_RS03270	1764		old_locus_tag=G7081_03270
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	635252	637015	+	WP_166007362.1	WP_166007362.1		oligopeptide ABC transporter substrate-binding protein			G7081_RS03270	1764	587	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	637248	638606	+							G7081_RS03275	1359		old_locus_tag=G7081_03275
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	637248	638606	+	WP_166007364.1	WP_166007364.1		aspartate ammonia-lyase			G7081_RS03275	1359	452	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	638714	640087	+							G7081_RS03280	1374		old_locus_tag=G7081_03280
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	638714	640087	+	WP_166007366.1	WP_166007366.1		class II fumarate hydratase			G7081_RS03280	1374	457	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	640199	641341	+							G7081_RS03285	1143		old_locus_tag=G7081_03285
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	640199	641341	+	WP_166007368.1	WP_166007368.1		aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme			G7081_RS03285	1143	380	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	641474	642181	+					rnc		G7081_RS03290	708		old_locus_tag=G7081_03290
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	641474	642181	+	WP_166007370.1	WP_166007370.1		ribonuclease III	rnc		G7081_RS03290	708	235	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	642207	645779	+					smc		G7081_RS03295	3573		old_locus_tag=G7081_03295
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	642207	645779	+	WP_166007372.1	WP_166007372.1		chromosome segregation protein SMC	smc		G7081_RS03295	3573	1190	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	645811	646635	+							G7081_RS03300	825		old_locus_tag=G7081_03300
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	645811	646635	+	WP_166007374.1	WP_166007374.1		Cof-type HAD-IIB family hydrolase			G7081_RS03300	825	274	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	646637	648085	+					ftsY		G7081_RS03305	1449		old_locus_tag=G7081_03305
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	646637	648085	+	WP_166007376.1	WP_166007376.1		signal recognition particle-docking protein FtsY	ftsY		G7081_RS03305	1449	482	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	648213	650501	+					gshAB		G7081_RS03310	2289		old_locus_tag=G7081_03310
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	648213	650501	+	WP_238786660.1	WP_238786660.1		bifunctional glutamate--cysteine ligase GshA/glutathione synthetase GshB	gshAB		G7081_RS03310	2289	762	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	650624	651175	+							G7081_RS03315	552		old_locus_tag=G7081_03315
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	650624	651175	+	WP_166007378.1	WP_166007378.1		NUDIX hydrolase			G7081_RS03315	552	183	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	651192	651467	+					macP		G7081_RS03320	276		old_locus_tag=G7081_03320
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	651192	651467	+	WP_166007380.1	WP_166007380.1		cell wall synthase accessory phosphoprotein MacP	macP		G7081_RS03320	276	91	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	651487	652176	+							G7081_RS03325	690		old_locus_tag=G7081_03325
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	651487	652176	+	WP_166007381.1	WP_166007381.1		5'-methylthioadenosine/adenosylhomocysteine nucleosidase			G7081_RS03325	690	229	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	652200	652745	+							G7081_RS03330	546		old_locus_tag=G7081_03330
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	652200	652745	+	WP_166008372.1	WP_166008372.1		cysteine hydrolase			G7081_RS03330	546	181	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	652885	653874	+					dhaK		G7081_RS03335	990		old_locus_tag=G7081_03335
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	652885	653874	+	WP_166007383.1	WP_166007383.1		dihydroxyacetone kinase subunit DhaK	dhaK		G7081_RS03335	990	329	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	653903	654484	+					dhaL		G7081_RS03340	582		old_locus_tag=G7081_03340
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	653903	654484	+	WP_166007385.1	WP_166007385.1		dihydroxyacetone kinase subunit L	dhaL		G7081_RS03340	582	193	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	654484	654855	+							G7081_RS03345	372		old_locus_tag=G7081_03345
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	654484	654855	+	WP_166007387.1	WP_166007387.1		PTS-dependent dihydroxyacetone kinase phosphotransferase subunit DhaM			G7081_RS03345	372	123	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	654906	656042	+							G7081_RS03350	1137		old_locus_tag=G7081_03350
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	654906	656042	+	WP_166007389.1	WP_166007389.1		glycerol dehydrogenase			G7081_RS03350	1137	378	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	656190	657182	+					dhaQ		G7081_RS03355	993		old_locus_tag=G7081_03355
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	656190	657182	+	WP_166007391.1	WP_166007391.1		DhaKLM operon coactivator DhaQ	dhaQ		G7081_RS03355	993	330	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	657220	657777	-					dhaS		G7081_RS03360	558		old_locus_tag=G7081_03360
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	657220	657777	-	WP_166007393.1	WP_166007393.1		dihydroxyacetone kinase transcriptional activator DhaS	dhaS		G7081_RS03360	558	185	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	657927	659075	+							G7081_RS03365	1149		old_locus_tag=G7081_03365
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	657927	659075	+	WP_166007395.1	WP_166007395.1		cysteine desulfurase			G7081_RS03365	1149	382	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	659151	659528	+							G7081_RS03370	378		old_locus_tag=G7081_03370
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	659151	659528	+	WP_166007397.1	WP_166007397.1		hypothetical protein			G7081_RS03370	378	125	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	659544	659885	+							G7081_RS03375	342		old_locus_tag=G7081_03375
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	659544	659885	+	WP_166007399.1	WP_166007399.1		DUF1831 domain-containing protein			G7081_RS03375	342	113	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	660026	661156	+					mnmA		G7081_RS03380	1131		old_locus_tag=G7081_03380
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	660026	661156	+	WP_238786667.1	WP_238786667.1		tRNA 2-thiouridine(34) synthase MnmA	mnmA		G7081_RS03380	1131	376	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	661194	661499	-							G7081_RS03385	306		old_locus_tag=G7081_03385
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	661194	661499	-	WP_166007403.1	WP_166007403.1		hypothetical protein			G7081_RS03385	306	101	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	661518	663053	-					cls		G7081_RS03390	1536		old_locus_tag=G7081_03390
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	661518	663053	-	WP_166007405.1	WP_166007405.1		cardiolipin synthase	cls		G7081_RS03390	1536	511	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	663168	663602	+							G7081_RS03395	435		old_locus_tag=G7081_03395
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	663168	663602	+	WP_166007407.1	WP_166007407.1		GNAT family N-acetyltransferase			G7081_RS03395	435	144	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	663776	664543	+					sufC		G7081_RS03400	768		old_locus_tag=G7081_03400
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	663776	664543	+	WP_166007409.1	WP_166007409.1		Fe-S cluster assembly ATPase SufC	sufC		G7081_RS03400	768	255	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	664567	665850	+					sufD		G7081_RS03405	1284		old_locus_tag=G7081_03405
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	664567	665850	+	WP_166007411.1	WP_166007411.1		Fe-S cluster assembly protein SufD	sufD		G7081_RS03405	1284	427	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	665850	667085	+							G7081_RS03410	1236		old_locus_tag=G7081_03410
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	665850	667085	+	WP_166007413.1	WP_166007413.1		cysteine desulfurase			G7081_RS03410	1236	411	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	667072	667560	+							G7081_RS03415	489		old_locus_tag=G7081_03415
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	667072	667560	+	WP_166007415.1	WP_166007415.1		SUF system NifU family Fe-S cluster assembly protein			G7081_RS03415	489	162	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	667707	669119	+					sufB		G7081_RS03420	1413		old_locus_tag=G7081_03420
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	667707	669119	+	WP_166007417.1	WP_166007417.1		Fe-S cluster assembly protein SufB	sufB		G7081_RS03420	1413	470	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	669163	669594	-							G7081_RS03425	432		old_locus_tag=G7081_03425
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	669163	669594	-	WP_166008373.1	WP_166008373.1		GNAT family N-acetyltransferase			G7081_RS03425	432	143	
gene	protein_coding	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	670042	670371	-							G7081_RS03430	330		old_locus_tag=G7081_03430
CDS	with_protein	GCF_011303955.1	Primary Assembly	chromosome		NZ_CP049886.1	670042	670371	-	WP_238786661.1	WP_238786661.1		GNAT family N-acetyltransferase			G7081_RS03430	330	109	
