# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1150770	1151162	+	WP_086950496.1	WP_086950496.1		30S ribosomal protein S9	rpsI		G7082_RS05780	393	130	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1151573	1151980	+							G7082_RS05785	408		old_locus_tag=G7082_05785
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1151573	1151980	+	WP_166034203.1	WP_166034203.1		(deoxy)nucleoside triphosphate pyrophosphohydrolase			G7082_RS05785	408	135	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1151982	1154870	+							G7082_RS05790	2889		old_locus_tag=G7082_05790
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1151982	1154870	+	WP_166034204.1	WP_166034204.1		DEAD/DEAH box helicase			G7082_RS05790	2889	962	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1155098	1156567	+							G7082_RS05795	1470		old_locus_tag=G7082_05795
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1155098	1156567	+	WP_238842696.1	WP_238842696.1		putative DNA binding domain-containing protein			G7082_RS05795	1470	489	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1156668	1158008	-					celB		G7082_RS05800	1341		old_locus_tag=G7082_05800
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1156668	1158008	-	WP_166034205.1	WP_166034205.1		PTS cellobiose transporter subunit IIC	celB		G7082_RS05800	1341	446	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1158024	1158515	-							G7082_RS05805	492		old_locus_tag=G7082_05805
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1158024	1158515	-	WP_166034206.1	WP_166034206.1		hypothetical protein			G7082_RS05805	492	163	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1158530	1158856	-							G7082_RS05810	327		old_locus_tag=G7082_05810
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1158530	1158856	-	WP_166034207.1	WP_166034207.1		PTS cellobiose transporter subunit IIA			G7082_RS05810	327	108	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1158857	1160854	-							G7082_RS05815	1998		old_locus_tag=G7082_05815
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1158857	1160854	-	WP_166034208.1	WP_166034208.1		BglG family transcription antiterminator			G7082_RS05815	1998	665	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1160872	1161186	-							G7082_RS05820	315		old_locus_tag=G7082_05820
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1160872	1161186	-	WP_166034209.1	WP_166034209.1		PTS cellobiose transporter subunit IIB			G7082_RS05820	315	104	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1161203	1162636	-							G7082_RS05825	1434		old_locus_tag=G7082_05825
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1161203	1162636	-	WP_166034210.1	WP_166034210.1		6-phospho-beta-glucosidase			G7082_RS05825	1434	477	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1163261	1163500	+							G7082_RS05830	240		old_locus_tag=G7082_05830
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1163261	1163500	+	WP_238842697.1	WP_238842697.1		virulence RhuM family protein			G7082_RS05830	240	79	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1163847	1164848	+							G7082_RS05835	1002		old_locus_tag=G7082_05835
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1163847	1164848	+	WP_166034211.1	WP_166034211.1		Abi family protein			G7082_RS05835	1002	333	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1165251	1165418	+							G7082_RS05840	168		old_locus_tag=G7082_05840
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1165251	1165418	+	WP_166034212.1	WP_166034212.1		hypothetical protein			G7082_RS05840	168	55	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1165672	1166913	-							G7082_RS05845	1242		old_locus_tag=G7082_05845
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1165672	1166913	-	WP_166034213.1	WP_166034213.1		IS256 family transposase			G7082_RS05845	1242	413	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1166998	1167309	-							G7082_RS05850	312		old_locus_tag=G7082_05850
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1166998	1167309	-	WP_166034214.1	WP_166034214.1		helix-turn-helix domain-containing protein			G7082_RS05850	312	103	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1167482	1171054	+							G7082_RS05855	3573		old_locus_tag=G7082_05855
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1167482	1171054	+	WP_166034215.1	WP_166034215.1		LysM peptidoglycan-binding domain-containing protein			G7082_RS05855	3573	1190	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1171146	1171880	+							G7082_RS05860	735		old_locus_tag=G7082_05860
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1171146	1171880	+	WP_166034216.1	WP_166034216.1		hypothetical protein			G7082_RS05860	735	244	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1171894	1172583	+							G7082_RS05865	690		old_locus_tag=G7082_05865
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1171894	1172583	+	WP_166034217.1	WP_166034217.1		hypothetical protein			G7082_RS05865	690	229	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1172750	1173448	+							G7082_RS05870	699		old_locus_tag=G7082_05870
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1172750	1173448	+	WP_166034218.1	WP_166034218.1		Abi family protein			G7082_RS05870	699	232	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1173450	1173821	+							G7082_RS05875	372		old_locus_tag=G7082_05875
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1173450	1173821	+	WP_166034219.1	WP_166034219.1		hypothetical protein			G7082_RS05875	372	123	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1173988	1174812	-							G7082_RS05880	825		old_locus_tag=G7082_05880
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1173988	1174812	-	WP_166034220.1	WP_166034220.1		aldo/keto reductase			G7082_RS05880	825	274	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1174898	1175998	-							G7082_RS05885	1101		old_locus_tag=G7082_05885
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1174898	1175998	-	WP_166034221.1	WP_166034221.1		AraC family transcriptional regulator			G7082_RS05885	1101	366	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1176114	1177028	+							G7082_RS05890	915		old_locus_tag=G7082_05890
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1176114	1177028	+	WP_166034222.1	WP_166034222.1		ROK family protein			G7082_RS05890	915	304	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1177048	1178157	+							G7082_RS05895	1110		old_locus_tag=G7082_05895
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1177048	1178157	+	WP_166034223.1	WP_166034223.1		alpha/beta hydrolase			G7082_RS05895	1110	369	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1178157	1178963	+							G7082_RS05900	807		old_locus_tag=G7082_05900
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1178157	1178963	+	WP_166034224.1	WP_166034224.1		phosphatase PAP2 family protein			G7082_RS05900	807	268	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1179124	1179552	+							G7082_RS05905	429		old_locus_tag=G7082_05905
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1179124	1179552	+	WP_166034225.1	WP_166034225.1		GNAT family N-acetyltransferase			G7082_RS05905	429	142	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1179719	1180447	+							G7082_RS05910	729		old_locus_tag=G7082_05910
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1179719	1180447	+	WP_166034226.1	WP_166034226.1		fimbrial assembly protein fimC			G7082_RS05910	729	242	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1180654	1181028	+							G7082_RS05915	375		old_locus_tag=G7082_05915
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1180654	1181028	+	WP_238842718.1	WP_238842718.1		CidA/LrgA family protein			G7082_RS05915	375	124	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1181018	1181725	+							G7082_RS05920	708		old_locus_tag=G7082_05920
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1181018	1181725	+	WP_166034228.1	WP_166034228.1		LrgB family protein			G7082_RS05920	708	235	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1181797	1181946	-							G7082_RS05925	150		old_locus_tag=G7082_05925
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1181797	1181946	-	WP_166034229.1	WP_166034229.1		hypothetical protein			G7082_RS05925	150	49	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1182115	1183077	+							G7082_RS05930	963		old_locus_tag=G7082_05930
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1182115	1183077	+	WP_166034230.1	WP_166034230.1		tRNA-dihydrouridine synthase			G7082_RS05930	963	320	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1183664	1191466	+							G7082_RS05935	7803		old_locus_tag=G7082_05935
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1183664	1191466	+	WP_166034231.1	WP_166034231.1		Cna B-type domain-containing protein			G7082_RS05935	7803	2600	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1191811	1193106	+							G7082_RS05945	1296		old_locus_tag=G7082_05945
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1191811	1193106	+	WP_238842719.1	WP_238842719.1		GHKL domain-containing protein			G7082_RS05945	1296	431	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1193108	1193854	+							G7082_RS05950	747		old_locus_tag=G7082_05950
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1193108	1193854	+	WP_166034234.1	WP_166034234.1		response regulator			G7082_RS05950	747	248	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1193968	1194210	+							G7082_RS05955	243		old_locus_tag=G7082_05955
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1193968	1194210	+	WP_166034235.1	WP_166034235.1		hypothetical protein			G7082_RS05955	243	80	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1195261	1195587	+							G7082_RS05965	327		old_locus_tag=G7082_05965
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1195261	1195587	+	WP_166034237.1	WP_166034237.1		bacteriocin immunity protein			G7082_RS05965	327	108	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1195584	1195832	-							G7082_RS05970	249		old_locus_tag=G7082_05970
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1195584	1195832	-	WP_166034238.1	WP_166034238.1		hypothetical protein			G7082_RS05970	249	82	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1195848	1196162	-							G7082_RS05975	315		old_locus_tag=G7082_05975
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1195848	1196162	-	WP_166034239.1	WP_166034239.1		hypothetical protein			G7082_RS05975	315	104	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1196431	1197510	+							G7082_RS05980	1080		old_locus_tag=G7082_05980
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1196431	1197510	+	WP_166034240.1	WP_166034240.1		MarR family transcriptional regulator			G7082_RS05980	1080	359	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1197497	1198300	+							G7082_RS05985	804		old_locus_tag=G7082_05985
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1197497	1198300	+	WP_166034241.1	WP_166034241.1		hypothetical protein			G7082_RS05985	804	267	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1198382	1199053	-							G7082_RS05990	672		old_locus_tag=G7082_05990
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1198382	1199053	-	WP_166034242.1	WP_166034242.1		response regulator			G7082_RS05990	672	223	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1199056	1200573	-							G7082_RS05995	1518		old_locus_tag=G7082_05995
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1199056	1200573	-	WP_166034243.1	WP_166034243.1		sensor histidine kinase			G7082_RS05995	1518	505	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1200715	1202010	+							G7082_RS06000	1296		old_locus_tag=G7082_06000
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1200715	1202010	+	WP_166034244.1	WP_166034244.1		2-hydroxycarboxylate transporter family protein			G7082_RS06000	1296	431	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1202030	1203193	+							G7082_RS06005	1164		old_locus_tag=G7082_06005
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1202030	1203193	+	WP_166034245.1	WP_166034245.1		NADP-dependent malic enzyme			G7082_RS06005	1164	387	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1203419	1203712	+							G7082_RS06010	294		old_locus_tag=G7082_06010
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1203419	1203712	+	WP_166034246.1	WP_166034246.1		antibiotic biosynthesis monooxygenase			G7082_RS06010	294	97	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1203775	1204488	+							G7082_RS06015	714		old_locus_tag=G7082_06015
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1203775	1204488	+	WP_166034247.1	WP_166034247.1		DUF5105 domain-containing protein			G7082_RS06015	714	237	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1204737	1205348	+							G7082_RS06020	612		old_locus_tag=G7082_06020
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1204737	1205348	+	WP_166034248.1	WP_166034248.1		NAD(P)H-dependent oxidoreductase			G7082_RS06020	612	203	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1205379	1205897	+							G7082_RS06025	519		old_locus_tag=G7082_06025
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1205379	1205897	+	WP_166034249.1	WP_166034249.1		NAD(P)H-dependent oxidoreductase			G7082_RS06025	519	172	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1206601	1207281	+							G7082_RS06030	681		old_locus_tag=G7082_06030
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1206601	1207281	+	WP_166034250.1	WP_166034250.1		DUF1275 domain-containing protein			G7082_RS06030	681	226	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1207526	1207960	+							G7082_RS06035	435		old_locus_tag=G7082_06035
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1207526	1207960	+	WP_166034251.1	WP_166034251.1		MarR family transcriptional regulator			G7082_RS06035	435	144	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1207983	1208942	+							G7082_RS06040	960		old_locus_tag=G7082_06040
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1207983	1208942	+	WP_166034252.1	WP_166034252.1		ring-cleaving dioxygenase			G7082_RS06040	960	319	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1208955	1209872	+							G7082_RS06045	918		old_locus_tag=G7082_06045
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1208955	1209872	+	WP_166034253.1	WP_166034253.1		VOC family protein			G7082_RS06045	918	305	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1209859	1210467	+							G7082_RS06050	609		old_locus_tag=G7082_06050
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1209859	1210467	+	WP_166034254.1	WP_166034254.1		flavin reductase family protein			G7082_RS06050	609	202	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1210480	1211082	+							G7082_RS06055	603		old_locus_tag=G7082_06055
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1210480	1211082	+	WP_166034255.1	WP_166034255.1		alpha/beta hydrolase			G7082_RS06055	603	200	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1211430	1213754	+							G7082_RS06060	2325		old_locus_tag=G7082_06060
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1211430	1213754	+	WP_166034256.1	WP_166034256.1		helix-turn-helix domain-containing protein			G7082_RS06060	2325	774	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1214032	1215069	+					sppA		G7082_RS06065	1038		old_locus_tag=G7082_06065
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1214032	1215069	+	WP_166034257.1	WP_166034257.1		signal peptide peptidase SppA	sppA		G7082_RS06065	1038	345	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1215071	1215589	+							G7082_RS06070	519		old_locus_tag=G7082_06070
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1215071	1215589	+	WP_166034258.1	WP_166034258.1		RDD family protein			G7082_RS06070	519	172	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1215605	1216018	+							G7082_RS06075	414		old_locus_tag=G7082_06075
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1215605	1216018	+	WP_166034259.1	WP_166034259.1		DUF4064 domain-containing protein			G7082_RS06075	414	137	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1216388	1217026	+							G7082_RS06080	639		old_locus_tag=G7082_06080
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1216388	1217026	+	WP_166034260.1	WP_166034260.1		CPBP family intramembrane metalloprotease			G7082_RS06080	639	212	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1217209	1217664	-							G7082_RS06085	456		old_locus_tag=G7082_06085
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1217209	1217664	-	WP_166034261.1	WP_166034261.1		ASCH domain-containing protein			G7082_RS06085	456	151	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1217786	1218190	+							G7082_RS06090	405		old_locus_tag=G7082_06090
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1217786	1218190	+	WP_166034262.1	WP_166034262.1		DUF4809 family protein			G7082_RS06090	405	134	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1218333	1219919	+							G7082_RS06095	1587		old_locus_tag=G7082_06095
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1218333	1219919	+	WP_166034263.1	WP_166034263.1		alpha-glucoside-specific PTS transporter subunit IIBC			G7082_RS06095	1587	528	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1219942	1221273	+							G7082_RS06100	1332		old_locus_tag=G7082_06100
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1219942	1221273	+	WP_166034264.1	WP_166034264.1		6-phospho-alpha-glucosidase			G7082_RS06100	1332	443	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1221365	1222144	+							G7082_RS06105	780		old_locus_tag=G7082_06105
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1221365	1222144	+	WP_166034265.1	WP_166034265.1		MurR/RpiR family transcriptional regulator			G7082_RS06105	780	259	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1222131	1222583	+							G7082_RS06110	453		old_locus_tag=G7082_06110
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1222131	1222583	+	WP_166034266.1	WP_166034266.1		hypothetical protein			G7082_RS06110	453	150	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1222605	1223009	-							G7082_RS06115	405		old_locus_tag=G7082_06115
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1222605	1223009	-	WP_166034267.1	WP_166034267.1		DUF805 domain-containing protein			G7082_RS06115	405	134	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1223348	1223584	-							G7082_RS06120	237		old_locus_tag=G7082_06120
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1223348	1223584	-	WP_166034268.1	WP_166034268.1		hypothetical protein			G7082_RS06120	237	78	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1223693	1224166	-							G7082_RS06125	474		old_locus_tag=G7082_06125
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1223693	1224166	-	WP_166034269.1	WP_166034269.1		GNAT family N-acetyltransferase			G7082_RS06125	474	157	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1224188	1224442	-							G7082_RS06130	255		old_locus_tag=G7082_06130
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1224188	1224442	-	WP_166034270.1	WP_166034270.1		hypothetical protein			G7082_RS06130	255	84	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1224529	1224786	+							G7082_RS06135	258		old_locus_tag=G7082_06135
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1224529	1224786	+	WP_166034271.1	WP_166034271.1		DUF3977 family protein			G7082_RS06135	258	85	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1224811	1225278	-							G7082_RS06140	468		old_locus_tag=G7082_06140
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1224811	1225278	-	WP_166034272.1	WP_166034272.1		hypothetical protein			G7082_RS06140	468	155	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1225529	1226290	-							G7082_RS06145	762		old_locus_tag=G7082_06145
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1225529	1226290	-	WP_166034273.1	WP_166034273.1		MurR/RpiR family transcriptional regulator			G7082_RS06145	762	253	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1226390	1227817	+							G7082_RS06150	1428		old_locus_tag=G7082_06150
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1226390	1227817	+	WP_166034274.1	WP_166034274.1		6-phospho-beta-glucosidase			G7082_RS06150	1428	475	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1227846	1228337	-							G7082_RS06155	492		old_locus_tag=G7082_06155
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1227846	1228337	-	WP_166034275.1	WP_166034275.1		MepB family protein			G7082_RS06155	492	163	
gene	pseudogene	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1228415	1228910	+							G7082_RS06160	496		pseudo;old_locus_tag=G7082_06160
CDS	without_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1228415	1228910	+				DUF1349 domain-containing protein			G7082_RS06160	496		pseudo
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1229010	1230125	-							G7082_RS06165	1116		old_locus_tag=G7082_06165
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1229010	1230125	-	WP_166034276.1	WP_166034276.1		LPXTG cell wall anchor domain-containing protein			G7082_RS06165	1116	371	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1230341	1231360	+					add		G7082_RS06170	1020		old_locus_tag=G7082_06170
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1230341	1231360	+	WP_166034277.1	WP_166034277.1		adenosine deaminase	add		G7082_RS06170	1020	339	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1231448	1231831	+							G7082_RS06175	384		old_locus_tag=G7082_06175
CDS	with_protein	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1231448	1231831	+	WP_166034278.1	WP_166034278.1		YccF domain-containing protein			G7082_RS06175	384	127	
gene	protein_coding	GCF_011304195.1	Primary Assembly	chromosome		NZ_CP049887.1	1232007	1234628	+							G7082_RS06180	2622		old_locus_tag=G7082_06180
